Database,Accounting,Table,AccountChart,,,,,,,,,,,,,,,,,,,,
AccountNumber,CurrencyCode,BranchCode,ParentAccountId,AccountLevel,IsAccountLeave,BalanceSide,ReverseBalance,PostingSide,AccountName,ShortAccountName,MultiValueName,AccountClassification,AccountCategories,AccountGroup,DirectPosting,IsVisible,IsMultiCurrency,JobProcessOption,RefAccountNumber,ReferencesNumber,CreatedOnUtc,UpdatedOnUtc,Id
202010101011001,MMK,001,2020101010110,8,FALSE,C,N,A,Current Deposits -Yangon City Bank Ltd. (MMK),Current Deposits -Yangon City Bank Ltd. (MMK),,L,M,N,Y,N,Y,N,,,,,0
202010101011101,MMK,001,2020101010111,8,FALSE,C,N,A,Current Deposits - Yoma Bank Ltd. (MMK),Current Deposits - Yoma Bank Ltd. (MMK),,L,M,N,Y,N,Y,N,,,,,0
202010101011201,MMK,001,2020101010112,8,FALSE,C,N,A,Current Deposits - Myanmar Oriental Bank Ltd. (MMK),Current Deposits - Myanmar Oriental Bank Ltd. (MMK),,L,M,N,Y,N,Y,N,,,,,0
202010101011301,MMK,001,2020101010113,8,FALSE,C,N,A,Current Deposits - Tun Commercial Bank Ltd. (MMK),Current Deposits - Tun Commercial Bank Ltd. (MMK),,L,M,N,Y,N,Y,N,,,,,0
202010101011401,MMK,001,2020101010114,8,FALSE,C,N,A,Current Deposits - Kanbawza Bank Ltd. (MMK),Current Deposits - Kanbawza Bank Ltd. (MMK),,L,M,N,Y,N,Y,N,,,,,0
202010101011501,MMK,001,2020101010115,8,FALSE,C,N,A,Current Deposits - Small and Medium Enterprise Development Bank Ltd. (MMK),Current Deposits - Small and Medium Enterprise Development Bank Ltd. (MMK),,L,M,N,Y,N,Y,N,,,,,0
202010101011601,MMK,001,2020101010116,8,FALSE,C,N,A,Current Deposits - Global Treasure Bank Ltd (MMK),Current Deposits - Global Treasure Bank Ltd (MMK),,L,M,N,Y,N,Y,N,,,,,0
202010101011701,MMK,001,2020101010117,8,FALSE,C,N,A,Current Deposits - Rural Development Bank Ltd (MMK),Current Deposits - Rural Development Bank Ltd (MMK),,L,M,N,Y,N,Y,N,,,,,0
202010101011801,MMK,001,2020101010118,8,FALSE,C,N,A,Current Deposits - Innwa Bank Ltd. (MMK),Current Deposits - Innwa Bank Ltd. (MMK),,L,M,N,Y,N,Y,N,,,,,0
202010101011901,MMK,001,2020101010119,8,FALSE,C,N,A,Current Deposits - Asia Green Development Bank Ltd (MMK),Current Deposits - Asia Green Development Bank Ltd (MMK),,L,M,N,Y,N,Y,N,,,,,0
202010101012001,MMK,001,2020101010120,8,FALSE,C,N,A,Current Deposits - Ayeyarwady Bank Ltd (MMK),Current Deposits - Ayeyarwady Bank Ltd (MMK),,L,M,N,Y,N,Y,N,,,,,0
202010101012002,USD,001,2020101010120,8,FALSE,C,N,A,Current Deposits - Ayeyarwady Bank Ltd (USD),Current Deposits - Ayeyarwady Bank Ltd (USD),,L,M,N,Y,N,Y,N,,,,,0
202010101012101,MMK,001,2020101010121,8,FALSE,C,N,A,Current Deposits - uab Bank Ltd (MMK),Current Deposits - uab Bank Ltd (MMK),,L,M,N,Y,N,Y,N,,,,,0
202010101012201,MMK,001,2020101010122,8,FALSE,C,N,A,Current Deposits - Myanma Apex Bank Ltd (MMK),Current Deposits - Myanma Apex Bank Ltd (MMK),,L,M,N,Y,N,Y,N,,,,,0
202010101012301,MMK,001,2020101010123,8,FALSE,C,N,A,Current Deposits - Naypyitaw Development Bank Ltd. (MMK),Current Deposits - Naypyitaw Development Bank Ltd. (MMK),,L,M,N,Y,N,Y,N,,,,,0
202010101012401,MMK,001,2020101010124,8,FALSE,C,N,A,Current Deposits - Myanmar Metro Bank Ltd. (MMK),Current Deposits - Myanmar Metro Bank Ltd. (MMK),,L,M,N,Y,N,Y,N,,,,,0
202010101012501,MMK,001,2020101010125,8,FALSE,C,N,A,"Current Deposits - Construction, Housing & Infrastructure Development Bank Ltd (MMK)","Current Deposits - Construction, Housing & Infrastructure Development Bank Ltd (MMK)",,L,M,N,Y,N,Y,N,,,,,0
202010101012601,MMK,001,2020101010126,8,FALSE,C,N,A,Current Deposits - Ayeyarwaddy Farmers Development Bank Ltd (MMK),Current Deposits - Ayeyarwaddy Farmers Development Bank Ltd (MMK),,L,M,N,Y,N,Y,N,,,,,0
202010101012602,USD,001,2020101010126,8,FALSE,C,N,A,Current Deposits - Ayeyarwaddy Farmers Development Bank Ltd (USD),Current Deposits - Ayeyarwaddy Farmers Development Bank Ltd (USD),,L,M,N,Y,N,Y,N,,,,,0
202010101012701,MMK,001,2020101010127,8,FALSE,C,N,A,Current Deposits - Ayeyarwaddy Farmers Development Bank Ltd (MDY) (MMK),Current Deposits - Ayeyarwaddy Farmers Development Bank Ltd (MDY) (MMK),,L,M,N,Y,N,Y,N,,,,,0
202010101012801,MMK,001,2020101010128,8,FALSE,C,N,A,Current Deposits - Glory Farmer Development Bank Ltd (MMK),Current Deposits - Glory Farmer Development Bank Ltd (MMK),,L,M,N,Y,N,Y,N,,,,,0
202010101012901,MMK,001,2020101010129,8,FALSE,C,N,A,Current Deposits - Mineral Development Bank Ltd (MMK),Current Deposits - Mineral Development Bank Ltd (MMK),,L,M,N,Y,N,Y,N,,,,,0
202010101013001,MMK,001,2020101010130,8,FALSE,C,N,A,Current Deposits - Myanma Tourism Bank Ltd. (MMK),Current Deposits - Myanma Tourism Bank Ltd. (MMK),,L,M,N,Y,N,Y,N,,,,,0
202010101013101,MMK,001,2020101010131,8,FALSE,C,N,A,Current Deposits - Farmer Development Bank Ltd (Mandalay) (MMK),Current Deposits - Farmer Development Bank Ltd (Mandalay) (MMK),,L,M,N,Y,N,Y,N,,,,,0
202010102010101,MMK,001,2020101020101,8,FALSE,C,N,A,Call Deposits - Myanma Economic Bank (MMK),Call Deposits - Myanma Economic Bank (MMK),,L,M,N,Y,N,Y,N,,,,,0
202010102010201,MMK,001,2020101020102,8,FALSE,C,N,A,Call Deposits - Myanma Foreign Trade Bank (MMK),Call Deposits - Myanma Foreign Trade Bank (MMK),,L,M,N,Y,N,Y,N,,,,,0
202010102030301,MMK,001,2020101020303,8,FALSE,C,N,A,Call Deposits - Myanma Investment and Commercial Bank (MMK),Call Deposits - Myanma Investment and Commercial Bank (MMK),,L,M,N,Y,N,Y,N,,,,,0
202010102040401,MMK,001,2020101020404,8,FALSE,C,N,A,Call Deposits - Myanma Agricultural Development Bank (MMK),Call Deposits - Myanma Agricultural Development Bank (MMK),,L,M,N,Y,N,Y,N,,,,,0
202010102050501,MMK,001,2020101020505,8,FALSE,C,N,A,Call Deposits - Myanmar Citizens Bank Ltd. (MMK),Call Deposits - Myanmar Citizens Bank Ltd. (MMK),,L,M,N,Y,N,Y,N,,,,,0
202010102060601,MMK,001,2020101020606,8,FALSE,C,N,A,Call Deposits - CB Bank PCL (MMK),Call Deposits - CB Bank PCL (MMK),,L,M,N,Y,N,Y,N,,,,,0
202010102070701,MMK,001,2020101020707,8,FALSE,C,N,A,Call Deposits - Yadanabon Bank Ltd (MMK),Call Deposits - Yadanabon Bank Ltd (MMK),,L,M,N,Y,N,Y,N,,,,,0
202010102080801,MMK,001,2020101020808,8,FALSE,C,N,A,Call Deposits - First Private Bank Ltd. (MMK),Call Deposits - First Private Bank Ltd. (MMK),,L,M,N,Y,N,Y,N,,,,,0
202010102090901,MMK,001,2020101020909,8,FALSE,C,N,A,Call Deposits - Myawaddy Bank Ltd. (MMK),Call Deposits - Myawaddy Bank Ltd. (MMK),,L,M,N,Y,N,Y,N,,,,,0
202010102101001,MMK,001,2020101021010,8,FALSE,C,N,A,Call Deposits -Yangon City Bank Ltd. (MMK),Call Deposits -Yangon City Bank Ltd. (MMK),,L,M,N,Y,N,Y,N,,,,,0
202010102111101,MMK,001,2020101021111,8,FALSE,C,N,A,Call Deposits - Yoma Bank Ltd. (MMK),Call Deposits - Yoma Bank Ltd. (MMK),,L,M,N,Y,N,Y,N,,,,,0
202010102121201,MMK,001,2020101021212,8,FALSE,C,N,A,Call Deposits - Myanmar Oriental Bank Ltd. (MMK),Call Deposits - Myanmar Oriental Bank Ltd. (MMK),,L,M,N,Y,N,Y,N,,,,,0
202010102131301,MMK,001,2020101021313,8,FALSE,C,N,A,Call Deposits - Tun Commercial Bank Ltd. (MMK),Call Deposits - Tun Commercial Bank Ltd. (MMK),,L,M,N,Y,N,Y,N,,,,,0
202010102141401,MMK,001,2020101021414,8,FALSE,C,N,A,Call Deposits - Kanbawza Bank Ltd. (MMK),Call Deposits - Kanbawza Bank Ltd. (MMK),,L,M,N,Y,N,Y,N,,,,,0
202010102151501,MMK,001,2020101021515,8,FALSE,C,N,A,Call Deposits - Small and Medium Enterprise Development Bank Ltd. (MMK),Call Deposits - Small and Medium Enterprise Development Bank Ltd. (MMK),,L,M,N,Y,N,Y,N,,,,,0
202010102161601,MMK,001,2020101021616,8,FALSE,C,N,A,Call Deposits - Global Treasure Bank Ltd (MMK),Call Deposits - Global Treasure Bank Ltd (MMK),,L,M,N,Y,N,Y,N,,,,,0
202010102171701,MMK,001,2020101021717,8,FALSE,C,N,A,Call Deposits - Rural Development Bank Ltd (MMK),Call Deposits - Rural Development Bank Ltd (MMK),,L,M,N,Y,N,Y,N,,,,,0
202010102181801,MMK,001,2020101021818,8,FALSE,C,N,A,Call Deposits - Innwa Bank Ltd. (MMK),Call Deposits - Innwa Bank Ltd. (MMK),,L,M,N,Y,N,Y,N,,,,,0
202010102191901,MMK,001,2020101021919,8,FALSE,C,N,A,Call Deposits - Asia Green Development Bank Ltd (MMK),Call Deposits - Asia Green Development Bank Ltd (MMK),,L,M,N,Y,N,Y,N,,,,,0
202010102202001,MMK,001,2020101022020,8,FALSE,C,N,A,Call Deposits - Ayeyarwady Bank Ltd (MMK),Call Deposits - Ayeyarwady Bank Ltd (MMK),,L,M,N,Y,N,Y,N,,,,,0
202010102212101,MMK,001,2020101022121,8,FALSE,C,N,A,Call Deposits - uab Bank Ltd (MMK),Call Deposits - uab Bank Ltd (MMK),,L,M,N,Y,N,Y,N,,,,,0
202010102222201,MMK,001,2020101022222,8,FALSE,C,N,A,Call Deposits - Myanma Apex Bank Ltd (MMK),Call Deposits - Myanma Apex Bank Ltd (MMK),,L,M,N,Y,N,Y,N,,,,,0
202010102232301,MMK,001,2020101022323,8,FALSE,C,N,A,Call Deposits - Naypyitaw Development Bank Ltd. (MMK),Call Deposits - Naypyitaw Development Bank Ltd. (MMK),,L,M,N,Y,N,Y,N,,,,,0
202010102242401,MMK,001,2020101022424,8,FALSE,C,N,A,Call Deposits - Myanmar Metro Bank Ltd. (MMK),Call Deposits - Myanmar Metro Bank Ltd. (MMK),,L,M,N,Y,N,Y,N,,,,,0
202010102252501,MMK,001,2020101022525,8,FALSE,C,N,A,"Call Deposits - Construction, Housing & Infrastructure Development Bank Ltd (MMK)","Call Deposits - Construction, Housing & Infrastructure Development Bank Ltd (MMK)",,L,M,N,Y,N,Y,N,,,,,0
202010102262601,MMK,001,2020101022626,8,FALSE,C,N,A,Call Deposits - Ayeyarwaddy Farmers Development Bank Ltd (MMK),Call Deposits - Ayeyarwaddy Farmers Development Bank Ltd (MMK),,L,M,N,Y,N,Y,N,,,,,0
202010102272701,MMK,001,2020101022727,8,FALSE,C,N,A,Call Deposits - Glory Farmer Development Bank Ltd (MMK),Call Deposits - Glory Farmer Development Bank Ltd (MMK),,L,M,N,Y,N,Y,N,,,,,0
202010102282801,MMK,001,2020101022828,8,FALSE,C,N,A,Call Deposits - Mineral Development Bank Ltd (MMK),Call Deposits - Mineral Development Bank Ltd (MMK),,L,M,N,Y,N,Y,N,,,,,0
202010102292901,MMK,001,2020101022929,8,FALSE,C,N,A,Call Deposits - Myanma Tourism Bank Ltd (MMK),Call Deposits - Myanma Tourism Bank Ltd (MMK),,L,M,N,Y,N,Y,N,,,,,0
202010102303001,MMK,001,2020101023030,8,FALSE,C,N,A,Call Deposits - Farmer Development Bank Ltd (Mandalay) (MMK),Call Deposits - Farmer Development Bank Ltd (Mandalay) (MMK),,L,M,N,Y,N,Y,N,,,,,0
202010201010101,MMK,001,2020102010101,8,FALSE,C,N,A,Saving Deposits - Myanma Economic Bank (MMK),Saving Deposits - Myanma Economic Bank (MMK),,L,M,N,Y,N,Y,N,,,,,0
202010201010201,MMK,001,2020102010102,8,FALSE,C,N,A,Saving Deposits - Myanma Foreign Trade Bank (MMK),Saving Deposits - Myanma Foreign Trade Bank (MMK),,L,M,N,Y,N,Y,N,,,,,0
202010201010301,MMK,001,2020102010103,8,FALSE,C,N,A,Saving Deposits - Myanma Investment and Commercial Bank (MMK),Saving Deposits - Myanma Investment and Commercial Bank (MMK),,L,M,N,Y,N,Y,N,,,,,0
202010201010401,MMK,001,2020102010104,8,FALSE,C,N,A,Saving Deposits - Myanma Agricultural Development Bank (MMK),Saving Deposits - Myanma Agricultural Development Bank (MMK),,L,M,N,Y,N,Y,N,,,,,0
202010201010501,MMK,001,2020102010105,8,FALSE,C,N,A,Saving Deposits - Myanmar Citizens Bank Ltd. (MMK),Saving Deposits - Myanmar Citizens Bank Ltd. (MMK),,L,M,N,Y,N,Y,N,,,,,0
202010201010601,MMK,001,2020102010106,8,FALSE,C,N,A,SavingDeposits - CB Bank PCL (MMK),SavingDeposits - CB Bank PCL (MMK),,L,M,N,Y,N,Y,N,,,,,0
202010201010701,MMK,001,2020102010107,8,FALSE,C,N,A,Saving Deposits - Yadanabon Bank Ltd (MMK),Saving Deposits - Yadanabon Bank Ltd (MMK),,L,M,N,Y,N,Y,N,,,,,0
202010201010801,MMK,001,2020102010108,8,FALSE,C,N,A,Saving Deposits - First Private Bank Ltd. (MMK),Saving Deposits - First Private Bank Ltd. (MMK),,L,M,N,Y,N,Y,N,,,,,0
202010201010901,MMK,001,2020102010109,8,FALSE,C,N,A,Saving Deposits - Myawaddy Bank Ltd. (MMK),Saving Deposits - Myawaddy Bank Ltd. (MMK),,L,M,N,Y,N,Y,N,,,,,0
202010201011001,MMK,001,2020102010110,8,FALSE,C,N,A,Saving Deposits -Yangon City Bank Ltd. (MMK),Saving Deposits -Yangon City Bank Ltd. (MMK),,L,M,N,Y,N,Y,N,,,,,0
202010201011101,MMK,001,2020102010111,8,FALSE,C,N,A,Saving Deposits - Yoma Bank Ltd. (MMK),Saving Deposits - Yoma Bank Ltd. (MMK),,L,M,N,Y,N,Y,N,,,,,0
202010201011201,MMK,001,2020102010112,8,FALSE,C,N,A,Saving Deposits - Myanmar Oriental Bank Ltd. (MMK),Saving Deposits - Myanmar Oriental Bank Ltd. (MMK),,L,M,N,Y,N,Y,N,,,,,0
202010201011301,MMK,001,2020102010113,8,FALSE,C,N,A,Saving Deposits - Tun Commercial Bank Ltd. (MMK),Saving Deposits - Tun Commercial Bank Ltd. (MMK),,L,M,N,Y,N,Y,N,,,,,0
202010201011401,MMK,001,2020102010114,8,FALSE,C,N,A,Saving Deposits - Kanbawza Bank Ltd. (MMK),Saving Deposits - Kanbawza Bank Ltd. (MMK),,L,M,N,Y,N,Y,N,,,,,0
202010201011501,MMK,001,2020102010115,8,FALSE,C,N,A,Saving Deposits - Small and Medium Enterprise Development Bank Ltd. (MMK),Saving Deposits - Small and Medium Enterprise Development Bank Ltd. (MMK),,L,M,N,Y,N,Y,N,,,,,0
202010201011601,MMK,001,2020102010116,8,FALSE,C,N,A,Saving Deposits - Global Treasure Bank Ltd (MMK),Saving Deposits - Global Treasure Bank Ltd (MMK),,L,M,N,Y,N,Y,N,,,,,0
202010201011701,MMK,001,2020102010117,8,FALSE,C,N,A,Saving Deposits - Rural Development Bank Ltd (MMK),Saving Deposits - Rural Development Bank Ltd (MMK),,L,M,N,Y,N,Y,N,,,,,0
202010201011801,MMK,001,2020102010118,8,FALSE,C,N,A,Saving Deposits - Innwa Bank Ltd. (MMK),Saving Deposits - Innwa Bank Ltd. (MMK),,L,M,N,Y,N,Y,N,,,,,0
202010201011901,MMK,001,2020102010119,8,FALSE,C,N,A,Saving Deposits - Asia Green Development Bank Ltd (MMK),Saving Deposits - Asia Green Development Bank Ltd (MMK),,L,M,N,Y,N,Y,N,,,,,0
202010201012001,MMK,001,2020102010120,8,FALSE,C,N,A,Saving Deposits - Ayeyarwady Bank Ltd (MMK),Saving Deposits - Ayeyarwady Bank Ltd (MMK),,L,M,N,Y,N,Y,N,,,,,0
202010201012101,MMK,001,2020102010121,8,FALSE,C,N,A,Saving Deposits - uab Bank Ltd (MMK),Saving Deposits - uab Bank Ltd (MMK),,L,M,N,Y,N,Y,N,,,,,0
202010201012201,MMK,001,2020102010122,8,FALSE,C,N,A,Saving Deposits - Myanma Apex Bank Ltd (MMK),Saving Deposits - Myanma Apex Bank Ltd (MMK),,L,M,N,Y,N,Y,N,,,,,0
202010201012301,MMK,001,2020102010123,8,FALSE,C,N,A,Saving Deposits - Naypyitaw Development Bank Ltd. (MMK),Saving Deposits - Naypyitaw Development Bank Ltd. (MMK),,L,M,N,Y,N,Y,N,,,,,0
202010201012401,MMK,001,2020102010124,8,FALSE,C,N,A,Saving Deposits - Myanmar Metro Bank Ltd. (MMK),Saving Deposits - Myanmar Metro Bank Ltd. (MMK),,L,M,N,Y,N,Y,N,,,,,0
202010201012501,MMK,001,2020102010125,8,FALSE,C,N,A,"Saving Deposits - Construction, Housing & Infrastructure Development Bank Ltd (MMK)","Saving Deposits - Construction, Housing & Infrastructure Development Bank Ltd (MMK)",,L,M,N,Y,N,Y,N,,,,,0
202010201012601,MMK,001,2020102010126,8,FALSE,C,N,A,Saving Deposits - Ayeyarwaddy Farmers Development Bank Ltd (MMK),Saving Deposits - Ayeyarwaddy Farmers Development Bank Ltd (MMK),,L,M,N,Y,N,Y,N,,,,,0
202010201012701,MMK,001,2020102010127,8,FALSE,C,N,A,Saving Deposits - Glory Farmer Development Bank Ltd (MMK),Saving Deposits - Glory Farmer Development Bank Ltd (MMK),,L,M,N,Y,N,Y,N,,,,,0
202010201012801,MMK,001,2020102010128,8,FALSE,C,N,A,Saving Deposits - Mineral Development Bank Ltd (MMK),Saving Deposits - Mineral Development Bank Ltd (MMK),,L,M,N,Y,N,Y,N,,,,,0
202010201012901,MMK,001,2020102010129,8,FALSE,C,N,A,Saving Deposits - Myanma Tourism Bank Ltd (MMK),Saving Deposits - Myanma Tourism Bank Ltd (MMK),,L,M,N,Y,N,Y,N,,,,,0
202010201013001,MMK,001,2020102010130,8,FALSE,C,N,A,Saving Deposits - Farmer Development Bank Ltd (Mandalay) (MMK),Saving Deposits - Farmer Development Bank Ltd (Mandalay) (MMK),,L,M,N,Y,N,Y,N,,,,,0
202010202010101,MMK,001,2020102020101,8,FALSE,C,N,A,Fixed Deposits - Myanma Economic Bank (MMK),Fixed Deposits - Myanma Economic Bank (MMK),,L,M,N,Y,N,Y,N,,,,,0
202010202010201,MMK,001,2020102020102,8,FALSE,C,N,A,Fixed Deposits - Myanma Foreign Trade Bank (MMK),Fixed Deposits - Myanma Foreign Trade Bank (MMK),,L,M,N,Y,N,Y,N,,,,,0
202010202010301,MMK,001,2020102020103,8,FALSE,C,N,A,Fixed Deposits - Myanma Investment and Commercial Bank (MMK),Fixed Deposits - Myanma Investment and Commercial Bank (MMK),,L,M,N,Y,N,Y,N,,,,,0
202010202010401,MMK,001,2020102020104,8,FALSE,C,N,A,Fixed Deposits - Myanma Agricultural Development Bank (MMK),Fixed Deposits - Myanma Agricultural Development Bank (MMK),,L,M,N,Y,N,Y,N,,,,,0
202010202010501,MMK,001,2020102020105,8,FALSE,C,N,A,Fixed Deposits - Myanmar Citizens Bank Ltd. (MMK),Fixed Deposits - Myanmar Citizens Bank Ltd. (MMK),,L,M,N,Y,N,Y,N,,,,,0
202010202010601,MMK,001,2020102020106,8,FALSE,C,N,A,Fixed Deposits - CB Bank PCL (MMK),Fixed Deposits - CB Bank PCL (MMK),,L,M,N,Y,N,Y,N,,,,,0
202010202010701,MMK,001,2020102020107,8,FALSE,C,N,A,Fixed Deposits - Yadanabon Bank Ltd (MMK),Fixed Deposits - Yadanabon Bank Ltd (MMK),,L,M,N,Y,N,Y,N,,,,,0
202010202010801,MMK,001,2020102020108,8,FALSE,C,N,A,Fixed Deposits - First Private Bank Ltd. (MMK),Fixed Deposits - First Private Bank Ltd. (MMK),,L,M,N,Y,N,Y,N,,,,,0
202010202010901,MMK,001,2020102020109,8,FALSE,C,N,A,Fixed Deposits - Myawaddy Bank Ltd. (MMK),Fixed Deposits - Myawaddy Bank Ltd. (MMK),,L,M,N,Y,N,Y,N,,,,,0
202010202011001,MMK,001,2020102020110,8,FALSE,C,N,A,Fixed Deposits -Yangon City Bank Ltd. (MMK),Fixed Deposits -Yangon City Bank Ltd. (MMK),,L,M,N,Y,N,Y,N,,,,,0
202010202011101,MMK,001,2020102020111,8,FALSE,C,N,A,Fixed Deposits - Yoma Bank Ltd. (MMK),Fixed Deposits - Yoma Bank Ltd. (MMK),,L,M,N,Y,N,Y,N,,,,,0
202010202011201,MMK,001,2020102020112,8,FALSE,C,N,A,Fixed Deposits - Myanmar Oriental Bank Ltd. (MMK),Fixed Deposits - Myanmar Oriental Bank Ltd. (MMK),,L,M,N,Y,N,Y,N,,,,,0
202010202011301,MMK,001,2020102020113,8,FALSE,C,N,A,Fixed Deposits - Tun Commercial Bank Ltd. (MMK),Fixed Deposits - Tun Commercial Bank Ltd. (MMK),,L,M,N,Y,N,Y,N,,,,,0
202010202011401,MMK,001,2020102020114,8,FALSE,C,N,A,Fixed Deposits - Kanbawza Bank Ltd. (MMK),Fixed Deposits - Kanbawza Bank Ltd. (MMK),,L,M,N,Y,N,Y,N,,,,,0
202010202011501,MMK,001,2020102020115,8,FALSE,C,N,A,Fixed Deposits - Small and Medium Enterprise Development Bank Ltd. (MMK),Fixed Deposits - Small and Medium Enterprise Development Bank Ltd. (MMK),,L,M,N,Y,N,Y,N,,,,,0
202010202011601,MMK,001,2020102020116,8,FALSE,C,N,A,Fixed Deposits - Global Treasure Bank Ltd (MMK),Fixed Deposits - Global Treasure Bank Ltd (MMK),,L,M,N,Y,N,Y,N,,,,,0
202010202011701,MMK,001,2020102020117,8,FALSE,C,N,A,Fixed Deposits - Rural Development Bank Ltd (MMK),Fixed Deposits - Rural Development Bank Ltd (MMK),,L,M,N,Y,N,Y,N,,,,,0
202010202011801,MMK,001,2020102020118,8,FALSE,C,N,A,Fixed Deposits - Innwa Bank Ltd. (MMK),Fixed Deposits - Innwa Bank Ltd. (MMK),,L,M,N,Y,N,Y,N,,,,,0
202010202011901,MMK,001,2020102020119,8,FALSE,C,N,A,Fixed Deposits - Asia Green Development Bank Ltd (MMK),Fixed Deposits - Asia Green Development Bank Ltd (MMK),,L,M,N,Y,N,Y,N,,,,,0
202010202012001,MMK,001,2020102020120,8,FALSE,C,N,A,Fixed Deposits - Ayeyarwady Bank Ltd (MMK),Fixed Deposits - Ayeyarwady Bank Ltd (MMK),,L,M,N,Y,N,Y,N,,,,,0
202010202012101,MMK,001,2020102020121,8,FALSE,C,N,A,Fixed Deposits - uab Bank Ltd (MMK),Fixed Deposits - uab Bank Ltd (MMK),,L,M,N,Y,N,Y,N,,,,,0
202010202012201,MMK,001,2020102020122,8,FALSE,C,N,A,Fixed Deposits - Myanma Apex Bank Ltd (MMK),Fixed Deposits - Myanma Apex Bank Ltd (MMK),,L,M,N,Y,N,Y,N,,,,,0
202010202012301,MMK,001,2020102020123,8,FALSE,C,N,A,Fixed Deposits - Naypyitaw Development Bank Ltd. (MMK),Fixed Deposits - Naypyitaw Development Bank Ltd. (MMK),,L,M,N,Y,N,Y,N,,,,,0
202010202012401,MMK,001,2020102020124,8,FALSE,C,N,A,Fixed Deposits - Myanmar Metro Bank Ltd. (MMK),Fixed Deposits - Myanmar Metro Bank Ltd. (MMK),,L,M,N,Y,N,Y,N,,,,,0
202010202012501,MMK,001,2020102020125,8,FALSE,C,N,A,"Fixed Deposits - Construction, Housing & Infrastructure Development Bank Ltd (MMK)","Fixed Deposits - Construction, Housing & Infrastructure Development Bank Ltd (MMK)",,L,M,N,Y,N,Y,N,,,,,0
202010202012601,MMK,001,2020102020126,8,FALSE,C,N,A,Fixed Deposits - Ayeyarwaddy Farmers Development Bank Ltd (MMK),Fixed Deposits - Ayeyarwaddy Farmers Development Bank Ltd (MMK),,L,M,N,Y,N,Y,N,,,,,0
202010202012701,MMK,001,2020102020127,8,FALSE,C,N,A,Fixed Deposits - Glory Farmer Development Bank Ltd (MMK),Fixed Deposits - Glory Farmer Development Bank Ltd (MMK),,L,M,N,Y,N,Y,N,,,,,0
202010202012801,MMK,001,2020102020128,8,FALSE,C,N,A,Fixed Deposits - Mineral Development Bank Ltd (MMK),Fixed Deposits - Mineral Development Bank Ltd (MMK),,L,M,N,Y,N,Y,N,,,,,0
202010202012901,MMK,001,2020102020129,8,FALSE,C,N,A,Fixed Deposits - Myanma Tourism Bank Ltd (MMK),Fixed Deposits - Myanma Tourism Bank Ltd (MMK),,L,M,N,Y,N,Y,N,,,,,0
202010202013001,MMK,001,2020102020130,8,FALSE,C,N,A,Fixed Deposits - Farmer Development Bank Ltd (Mandalay) (MMK),Fixed Deposits - Farmer Development Bank Ltd (Mandalay) (MMK),,L,M,N,Y,N,Y,N,,,,,0
202020101010102,USD,001,2020201010101,8,FALSE,C,N,A,Current A/C (Foreign Currency) (Corporate) (USD),Current A/C (Foreign Currency) (Corporate) (USD),,L,M,N,Y,N,Y,N,,,,,0
202020101010103,EUR,001,2020201010101,8,FALSE,C,N,A,Current A/C (Foreign Currency) (Corporate) (EUR),Current A/C (Foreign Currency) (Corporate) (EUR),,L,M,N,Y,N,Y,N,,,,,0
202020101010104,SGD,001,2020201010101,8,FALSE,C,N,A,Current A/C (Foreign Currency) (Corporate) (SGD),Current A/C (Foreign Currency) (Corporate) (SGD),,L,M,N,Y,N,Y,N,,,,,0
202020101010106,THB,001,2020201010101,8,FALSE,C,N,A,Current A/C (Foreign Currency) (Corporate) (THB),Current A/C (Foreign Currency) (Corporate) (THB),,L,M,N,Y,N,Y,N,,,,,0
202020101020001,MMK,001,2020201010200,8,FALSE,C,N,A,PLA of Customers (CA) (Corporate) (MMK),PLA of Customers (CA) (Corporate) (MMK),,L,M,N,Y,N,Y,N,,,,,0
202020101030002,USD,001,2020201010300,8,FALSE,C,N,A,Trade Financing Current A/C (Corporate) (USD),Trade Financing Current A/C (Corporate) (USD),,L,M,N,Y,N,Y,N,,,,,0
202020102010101,MMK,001,2020201020101,8,FALSE,C,N,A,PLA of Customers (Call) (Corparate) (MMK),PLA of Customers (Call) (Corparate) (MMK),,L,M,N,Y,N,Y,N,,,,,0
202020102010201,MMK,001,2020201020102,8,FALSE,C,N,A,PLA of Customers (Shwe Cash Call Deposit) (Corparate) (MMK),PLA of Customers (Shwe Cash Call Deposit) (Corparate) (MMK),,L,M,N,Y,N,Y,N,,,,,0
202020102010301,MMK,001,2020201020103,8,FALSE,C,N,A,PLA of Customers (Premium Call Deposit) (Corparate) (MMK),PLA of Customers (Premium Call Deposit) (Corparate) (MMK),,L,M,N,Y,N,Y,N,,,,,0
202020201010101,MMK,001,2020202010101,8,FALSE,C,N,A,PLA of Customers (SA) (Corporate) (MMK),PLA of Customers (SA) (Corporate) (MMK),,L,M,N,Y,N,Y,N,,,,,0
202020201010201,MMK,001,2020202010102,8,FALSE,C,N,A,PLA of Customers (Bonus Saving Deposit Account) (Corporate) (MMK),PLA of Customers (Bonus Saving Deposit Account) (Corporate) (MMK),,L,M,N,Y,N,Y,N,,,,,0
202020201010301,MMK,001,2020202010103,8,FALSE,C,N,A,PLA of Customers (Premier Saving Deposit) (Corporate) (MMK),PLA of Customers (Premier Saving Deposit) (Corporate) (MMK),,L,M,N,Y,N,Y,N,,,,,0
